11,02,78198191343,20230519162235,20230519175953
11,01,78198191343,20230519201043,20230519203523
11,01,78198191343,20230522023013,20230522042504
11,01,74728703545,20230528004348,20230528012005
11,01,74728703545,20230522201913,20230522232657
06,02,73288085586,20230506064705,20230506092246
06,01,73288085586,20230502132851,20230502135238
03,01,75002877594,20230518134320,20230518152024
11,01,70313287422,20230509084901,20230509093222
11,01,71018752264,20230522005317,20230522022349
11,01,71018752264,20230530172057,20230530200246
11,01,71018752264,20230509224633,20230509234427
11,01,71018752264,20230513100512,20230513114720
11,01,71018752264,20230505233039,20230506011649
06,01,72838829453,20230503055601,20230503070910
06,01,72838829453,20230516161227,20230516163855
06,02,72838829453,20230528053855,20230528084741
06,02,72838829453,20230505205547,20230505231354
11,02,78064159991,20230506222928,20230506225256
11,02,78064159991,20230530051538,20230530051637
11,01,78064159991,20230601200714,20230601202517
11,01,78064159991,20230525195150,20230525203414
11,01,78064159991,20230526225224,20230526225753
06,01,79618869674,20230601103151,20230601113245
11,02,78277351808,20230505050000,20230505062753
03,02,72907119021,20230509184100,20230509184926
03,02,72907119021,20230504015340,20230504041207
03,01,72907119021,20230520211842,20230520212947
03,01,72907119021,20230510211406,20230510213213
06,02,77866967310,20230526172246,20230526185150
06,01,77866967310,20230510093351,20230510101718
06,01,77866967310,20230508050429,20230508055037
03,02,75259684330,20230525005627,20230525012902
03,02,75259684330,20230517042533,20230517042710
03,02,75259684330,20230527092650,20230527093655
03,01,75259684330,20230525074405,20230525090102
03,01,75259684330,20230516084633,20230516102809
03,01,71044000437,20230508161828,20230508162714
11,02,79738417407,20230504193601,20230504193715
11,02,79738417407,20230503232742,20230504030707
11,01,79738417407,20230522120707,20230522123951
11,02,75558213536,20230527095929,20230527113155
11,01,75558213536,20230504151151,20230504155916
11,01,75558213536,20230502024022,20230502072346
11,01,75558213536,20230516040550,20230516052034
03,02,75738153592,20230526142406,20230526143700
03,01,75738153592,20230526211752,20230526212105
03,01,75738153592,20230522110704,20230522132350
03,01,75738153592,20230526194754,20230526205221
03,01,75738153592,20230502235812,20230503002057
11,02,79935315108,20230515010819,20230515013551
03,02,73867809531,20230520125117,20230520132219
03,01,73867809531,20230526142015,20230526144115
03,01,73867809531,20230529062123,20230529090112
11,01,74997282431,20230511165133,20230511182832
11,01,74997282431,20230513134115,20230513143430
06,01,75848837284,20230502142835,20230502144201
06,01,70672651326,20230512111208,20230512114846
06,02,70672651326,20230511235758,20230512001649
06,02,78236800786,20230507150340,20230507153806
