11,02,78198191343,2023042404240036,2023042406243411
11,01,78198191343,2023040210244957,2023040213242027
11,01,78198191343,2023040106244512,2023040109243628
11,02,74728703545,2023042112244556,2023042113245725
11,02,74728703545,2023042504240149,2023042505242615
11,01,74728703545,2023041819245723,2023041900242736
11,01,74728703545,2023041602244935,2023041606244335
06,01,73288085586,2023042421240320,2023042500241531
06,01,73288085586,2023032920245206,2023032920245239
06,01,73288085586,2023040608243656,2023040611243948
06,01,73288085586,2023040316242832,2023040320240830
03,02,75002877594,2023040702242853,2023040706242059
03,02,75002877594,2023032618243535,2023032619244216
03,01,75002877594,2023040209245152,2023040212240819
03,01,75002877594,2023040819242742,2023040823241303
03,01,75002877594,2023041516240635,2023041517243633
11,02,70313287422,2023040917240231,2023040919244354
11,02,70313287422,2023042519245019,2023042522244214
11,01,70313287422,2023040111241627,2023040115240914
11,01,71018752264,2023041317240037,2023041318244848
11,01,71018752264,2023042304240120,2023042306244440
11,02,71018752264,2023042103240518,2023042105244949
06,02,72838829453,2023032700243136,2023032704244051
06,01,72838829453,2023042100243411,2023042105241109
11,01,78064159991,2023041805243554,2023041808243729
11,02,78064159991,2023040911245709,2023040915245320
11,02,78064159991,2023042403241126,2023042403243529
11,01,78064159991,2023041317242211,2023041319245413
11,01,78064159991,2023040217245604,2023040218240515
06,01,79618869674,2023041303243629,2023041303245431
11,02,78277351808,2023041806244504,2023041811240619
11,02,78277351808,2023042220240900,2023042220243344
03,01,72907119021,2023041504245035,2023041506245635
06,01,77866967310,2023041200241934,2023041204240310
06,01,77866967310,2023040916242915,2023040919243940
03,01,75259684330,2023032917242937,2023032922242350
03,02,75259684330,2023042418245850,2023042419243806
03,01,75259684330,2023040613242023,2023040617240739
03,01,71044000437,2023033111245853,2023033115242352
03,02,71044000437,2023041300244025,2023041304244747
03,02,71044000437,2023040510240140,2023040511240753
03,02,71044000437,2023040509245355,2023040511245756
11,02,79738417407,2023040316244801,2023040317243719
11,01,79738417407,2023040902240453,2023040906243559
11,01,79738417407,2023040708243247,2023040711242858
